TotalSteps,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,TotalActiveMinutes,TotalDistance,ActivityDayName,TotalMinutesAsleep,TotalTimeInBed,WeightKg,Heightm,BMI
10694,3199,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046,309,7.769999876618376,Tuesday,514,525,44.47389790429047,1.4318028994210148,21.693954236936516
10694,3199,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046,309,7.769999876618376,Tuesday,338,356,44.47389790429047,1.4318028994210148,21.693954236936516
10694,3199,1131,256,51,2,0.0,5.32999992370605,2.29999995231628,0.140000000596046,309,7.769999876618376,Tuesday,458,493,44.47389790429047,1.4318028994210148,21.693954236936516
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,327,346,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,750,775,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,503,546,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,274,469,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,501,541,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,429,457,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,425,439,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,441,464,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,419,438,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,366,387,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,514,525,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,338,356,58.59695295992614,1.6946274225169309,20.404528960297537
6697,2030,1101,339,0,0,0.0,4.42999982833862,0.0,0.0,339,4.42999982833862,Tuesday,458,493,58.59695295992614,1.6946274225169309,20.404528960297537
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,327,346,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,750,775,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,503,546,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,274,469,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,501,541,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,429,457,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,425,439,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,441,464,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,419,438,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,366,387,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,514,525,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,338,356,45.611923180784174,1.4060526943979363,23.07146595076969
678,2220,734,55,0,0,0.0,0.469999998807907,0.0,0.0,55,0.469999998807907,Tuesday,458,493,45.611923180784174,1.4060526943979363,23.07146595076969
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,327,346,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,750,775,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,503,546,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,274,469,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,501,541,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,429,457,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,425,439,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,441,464,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,419,438,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,366,387,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,514,525,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,338,356,116.03962812050716,1.9132693593292205,31.699622873200813
11875,2390,1157,227,14,42,0.0,4.26000022888184,0.769999980926514,3.30999994277954,283,8.340000152587894,Tuesday,458,493,116.03962812050716,1.9132693593292205,31.699622873200813
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,327,346,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,750,775,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,503,546,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,274,469,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,501,541,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,429,457,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,425,439,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,441,464,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,419,438,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,366,387,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,514,525,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,338,356,69.51251371409886,1.4923493288212617,31.212029201921627
4414,1459,706,181,8,3,0.0,2.20000004768372,0.349999994039536,0.189999997615814,192,2.74000003933907,Tuesday,458,493,69.51251371409886,1.4923493288212617,31.212029201921627
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,327,346,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,750,775,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,503,546,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,274,469,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,501,541,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,429,457,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,425,439,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,441,464,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,419,438,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,366,387,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,514,525,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,338,356,51.14495950705607,1.774361660936259,16.244956363562906
10725,2124,1112,306,9,13,0.0,6.01000022888184,0.310000002384186,1.16999995708466,328,7.490000188350686,Tuesday,458,493,51.14495950705607,1.774361660936259,16.244956363562906
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,327,346,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,750,775,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,503,546,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,274,469,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,501,541,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,429,457,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,425,439,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,441,464,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,419,438,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,366,387,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,514,525,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,338,356,74.5716880103875,1.5042680572215912,32.95516625900477
10113,2344,964,320,13,28,0.0,4.19999980926514,0.620000004768372,2.0,361,6.819999814033512,Tuesday,458,493,74.5716880103875,1.5042680572215912,32.95516625900477
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,327,346,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,750,775,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,503,546,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,274,469,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,501,541,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,429,457,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,425,439,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,441,464,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,419,438,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,366,387,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,514,525,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,338,356,99.94295295808966,1.8179612901767863,30.24007848754834
8796,1982,1061,356,21,2,0.0,4.88000011444092,0.930000007152557,0.109999999403954,379,5.920000120997431,Tuesday,458,493,99.94295295808966,1.8179612901767863,30.24007848754834
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,327,346,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,750,775,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,503,546,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,274,469,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,501,541,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,429,457,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,425,439,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,441,464,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,419,438,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,366,387,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,514,525,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,338,356,57.50518449109041,1.9073283854393672,15.807240351648042
4747,1788,1160,280,0,0,0.0099999997764825,3.23000001907349,0.0,0.0,280,3.23000001907349,Tuesday,458,493,57.50518449109041,1.9073283854393672,15.807240351648042
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,327,346,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,750,775,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,503,546,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,274,469,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,501,541,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,429,457,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,425,439,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,441,464,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,419,438,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,366,387,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,514,525,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,338,356,81.49765491437856,1.9479047416017703,21.47878360735796
8856,1450,777,131,19,44,0.0,2.00999999046326,0.910000026226044,3.05999994277954,194,5.979999959468844,Tuesday,458,493,81.49765491437856,1.9479047416017703,21.47878360735796
8539,3654,712,331,15,4,0.0,5.67999982833862,0.239999994635582,0.150000005960464,350,6.069999828934666,Tuesday,327,346,112.42491355932933,1.635294781880951,42.04075050985136
8539,3654,712,331,15,4,0.0,5.67999982833862,0.239999994635582,0.150000005960464,350,6.069999828934666,Tuesday,750,775,112.42491355932933,1.635294781880951,42.04075050985136
8539,3654,712,331,15,4,0.0,5.67999982833862,0.239999994635582,0.150000005960464,350,6.069999828934666,Tuesday,503,546,112.42491355932933,1.635294781880951,42.04075050985136
8539,3654,712,331,15,4,0.0,5.67999982833862,0.239999994635582,0.150000005960464,350,6.069999828934666,Tuesday,274,469,112.42491355932933,1.635294781880951,42.04075050985136
8539,3654,712,331,15,4,0.0,5.67999982833862,0.239999994635582,0.150000005960464,350,6.069999828934666,Tuesday,501,541,112.42491355932933,1.635294781880951,42.04075050985136
